,lat,lng,counts,duration,dur_per_user
40,55.708377838134766,37.60091018676758,312,28508,91
41,55.70838165283203,37.658729553222656,1821,117579,64
42,55.70840835571289,37.61835479736328,287,13489,47
43,55.70842742919922,37.65983200073242,1527,95870,62
44,55.708431243896484,37.60380935668945,1033,82689,80
45,55.70844268798828,37.618385314941406,340,22872,67
46,55.708560943603516,37.60992431640625,423,19985,47
47,55.70856857299805,37.60980987548828,487,27149,55
48,55.70857620239258,37.59953689575195,476,24426,51
49,55.70867156982422,37.62093734741211,1296,68106,52
50,55.70867156982422,37.65720748901367,2961,195988,66
51,55.70869064331055,37.62095260620117,2676,125441,46
52,55.70869827270508,37.65719223022461,958,71657,74
53,55.70879364013672,37.658016204833984,2551,233079,91
54,55.70880126953125,37.66238784790039,787,49491,62
55,55.70882797241211,37.610923767089844,324,18167,56
56,55.708831787109375,37.662418365478516,431,22173,51
57,55.708900451660156,37.606048583984375,524,286036,545
58,55.70893478393555,37.617523193359375,156,10817,69
59,55.70896530151367,37.58573532104492,1515,137145,90
60,55.7089729309082,37.610595703125,143,10216,71
61,55.70901107788086,37.60171890258789,328,22020,67
62,55.709041595458984,37.60177993774414,357,21429,60
63,55.70906066894531,37.6083984375,256,18820,73
64,55.7091064453125,37.61752700805664,271,24967,92
65,55.70912551879883,37.60361099243164,356,15897,44
66,55.709129333496094,37.6607780456543,788,46497,59
67,55.70915603637695,37.60368347167969,159,9392,59
68,55.70919418334961,37.66083908081055,950,56249,59
69,55.70932388305664,37.60512924194336,398,22831,57
70,55.7093505859375,37.60612869262695,643,26618,41
71,55.70942687988281,37.606082916259766,640,43043,67
